epoch,step,train_loss,val_loss,val_mae,val_rmse
0,4,3.0289151668548584,,,
0,9,2.336487054824829,,,
0,14,1.0810214281082153,,,
0,19,2.0809619426727295,,,
0,24,0.8952089548110962,,,
0,29,0.7047948837280273,,,
0,34,0.44478923082351685,,,
0,39,0.2624053657054901,,,
0,44,0.18005657196044922,,,
0,49,0.056283093988895416,,,
0,54,0.060513854026794434,,,
0,59,0.02860846184194088,,,
0,64,-0.016509683802723885,,,
0,69,0.31836360692977905,,,
0,74,-0.04753085970878601,,,
0,79,0.12954296171665192,,,
0,84,-0.037310242652893066,,,
0,89,0.009371300227940083,,,
0,94,0.17791518568992615,,,
0,99,0.003215596079826355,,,
0,104,-0.029600705951452255,,,
0,109,0.027115564793348312,,,
0,114,-0.027438335120677948,,,
0,119,0.06307332217693329,,,
0,124,0.021181629970669746,,,
0,129,0.18766173720359802,,,
0,134,-0.01124492660164833,,,
0,139,0.05253107473254204,,,
0,144,0.03703724592924118,,,
0,149,0.022968895733356476,,,
0,154,0.06880071014165878,,,
0,159,-0.06285194307565689,,,
0,164,-0.016740264371037483,,,
0,169,-0.01268136315047741,,,
0,174,-0.015797587111592293,,,
0,179,0.08462381362915039,,,
0,184,-0.031311921775341034,,,
0,189,1.288072943687439,,,
0,194,0.16858123242855072,,,
0,199,-0.03193061798810959,,,
0,204,-0.034485794603824615,,,
0,209,0.031785011291503906,,,
0,214,-0.05379123240709305,,,
0,219,0.07800731062889099,,,
0,224,0.07960884273052216,,,
0,229,-0.018570663407444954,,,
0,234,-0.06467539072036743,,,
0,239,0.018093302845954895,,,
0,244,0.005664672236889601,,,
0,249,1.3795669078826904,,,
0,254,-0.09051388502120972,,,
0,259,-0.04256462678313255,,,
0,264,0.011388519778847694,,,
0,269,-0.03371893987059593,,,
0,274,-0.012992111034691334,,,
0,279,-0.03659656271338463,,,
0,284,-0.04338107258081436,,,
0,289,-0.03586176410317421,,,
0,294,-0.021914612501859665,,,
0,299,0.1109657734632492,,,
0,304,-0.053635962307453156,,,
0,309,0.013765507377684116,,,
0,314,-0.014327863231301308,,,
0,319,-0.024532461538910866,,,
0,324,0.01413797214627266,,,
0,329,-0.07982407510280609,,,
0,334,-0.008266232907772064,,,
0,339,-0.026415076106786728,,,
0,344,-0.04719584807753563,,,
0,349,-0.07741143554449081,,,
0,354,-0.020641721785068512,,,
0,359,-0.061010971665382385,,,
0,364,-0.009687867015600204,,,
0,369,-0.08446213603019714,,,
0,374,0.08774435520172119,,,
0,379,-0.044992730021476746,,,
0,384,-0.07717111706733704,,,
0,389,-0.09255469590425491,,,
0,394,-0.09080905467271805,,,
0,399,-0.025876004248857498,,,
0,404,-0.04293812811374664,,,
0,409,-0.08351525664329529,,,
0,414,-0.06070500612258911,,,
0,419,-0.07510093599557877,,,
0,424,-0.039818938821554184,,,
0,429,-0.04404236376285553,,,
0,434,-0.003299374133348465,,,
0,439,-0.05138353630900383,,,
0,444,-0.035124748945236206,,,
0,449,-0.0024794219061732292,,,
0,454,-0.06746535748243332,,,
0,459,-0.048450712114572525,,,
0,464,-0.12240087240934372,,,
0,469,-0.05226241424679756,,,
0,474,-0.06958723068237305,,,
0,479,-0.07248379290103912,,,
0,484,-0.08899721503257751,,,
0,489,-0.04634741321206093,,,
0,494,-0.010204053483903408,,,
0,499,-0.04699869826436043,,,
0,504,-0.0679221823811531,,,
0,509,-0.06392025947570801,,,
0,514,0.009728855453431606,,,
0,519,-0.09806003421545029,,,
0,524,-0.08210879564285278,,,
0,529,-0.10462307929992676,,,
0,534,-0.04371846839785576,,,
0,539,-0.05712716281414032,,,
0,544,-0.014577202498912811,,,
0,549,-0.07396167516708374,,,
0,554,-0.10582734644412994,,,
0,559,-0.08540911972522736,,,
0,564,-0.011658936738967896,,,
0,569,-0.1178772822022438,,,
0,574,-0.015255264937877655,,,
0,579,-0.027435259893536568,,,
0,584,-0.06975992023944855,,,
0,589,-0.036985889077186584,,,
0,594,-0.049035146832466125,,,
0,599,0.010037800297141075,,,
0,604,0.0165097638964653,,,
0,609,-0.00382225401699543,,,
0,614,0.008527104742825031,,,
0,619,-0.10887434333562851,,,
0,624,-0.04931864142417908,,,
0,629,-0.07118680328130722,,,
0,634,-0.035637203603982925,,,
0,639,0.025688275694847107,,,
0,644,-0.06965750455856323,,,
0,649,-0.06650350987911224,,,
0,654,-0.024557288736104965,,,
0,659,-0.050051428377628326,,,
0,664,-0.03781600296497345,,,
0,669,-0.07106901705265045,,,
0,674,-0.07255751639604568,,,
0,679,-0.005071258172392845,,,
0,684,-0.06407869607210159,,,
0,689,-0.0763157531619072,,,
0,694,-0.07881065458059311,,,
0,699,0.0006618369370698929,,,
0,704,-0.024559253826737404,,,
0,709,-0.0821961835026741,,,
0,714,-0.0859164372086525,,,
0,719,0.18953625857830048,,,
0,724,-0.05075458437204361,,,
0,729,0.030356774106621742,,,
0,734,-0.051734551787376404,,,
0,739,-0.06054504215717316,,,
0,744,-0.08390874415636063,,,
0,749,-0.05027895048260689,,,
0,754,0.012371402233839035,,,
0,759,-0.07645117491483688,,,
0,764,-0.05048908665776253,,,
0,769,-0.03651884198188782,,,
0,774,-0.021915260702371597,,,
0,779,-0.06972110271453857,,,
0,784,-0.04335175082087517,,,
0,789,-0.04821766912937164,,,
0,794,-0.05808946490287781,,,
0,799,-0.05232755094766617,,,
0,804,-0.040390290319919586,,,
0,809,-0.05816783756017685,,,
0,814,-0.05249640718102455,,,
0,819,-0.018828732892870903,,,
0,824,-0.0635092481970787,,,
0,829,-0.04552431404590607,,,
0,834,-0.06644134223461151,,,
0,839,-0.09138911217451096,,,
0,844,-0.0890689343214035,,,
0,849,-0.05610201507806778,,,
0,854,-0.07451354712247849,,,
0,859,-0.07918933779001236,,,
0,864,-0.06261429935693741,,,
0,869,0.05791037157177925,,,
0,874,-0.015070783905684948,,,
0,879,0.019816400483250618,,,
0,884,-0.063905730843544,,,
0,889,-0.0037790844216942787,,,
0,894,-0.012253500521183014,,,
0,899,-0.05675810948014259,,,
0,904,-0.04661278799176216,,,
0,909,0.019887767732143402,,,
0,914,-0.033189792186021805,,,
0,919,-0.06880456954240799,,,
0,924,-0.00346502847969532,,,
0,929,-0.06240799278020859,,,
0,934,-0.08406531810760498,,,
0,939,-0.029466815292835236,,,
0,944,-0.02496376261115074,,,
0,949,-0.05037498474121094,,,
0,954,-0.014711425639688969,,,
0,959,-0.056415628641843796,,,
0,964,-0.06079047918319702,,,
0,969,-0.019604824483394623,,,
0,974,0.014361867681145668,,,
0,979,-0.03799380362033844,,,
0,984,-0.05261148512363434,,,
0,989,-0.033782247453927994,,,
0,994,-0.03894025832414627,,,
0,999,-0.049695663154125214,,,
0,1004,-0.07216823846101761,,,
0,1009,-0.0692034661769867,,,
0,1014,0.019120657816529274,,,
0,1019,0.00955609418451786,,,
0,1024,-0.014676418155431747,,,
0,1029,-0.06715167313814163,,,
0,1034,-0.07576780021190643,,,
0,1039,-0.034792058169841766,,,
0,1044,-0.022652002051472664,,,
0,1049,-0.05031174048781395,,,
0,1054,-0.017930615693330765,,,
0,1059,0.1039004698395729,,,
0,1064,-0.01726573146879673,,,
0,1069,-0.06992921978235245,,,
0,1074,0.001888747327029705,,,
0,1079,-0.03386466205120087,,,
0,1084,-0.030530698597431183,,,
0,1089,-0.010899930261075497,,,
0,1094,-0.02076679654419422,,,
0,1099,-0.04375414177775383,,,
0,1104,-0.08279123902320862,,,
0,1109,-0.07678479701280594,,,
0,1114,-0.04981200397014618,,,
0,1119,-0.05297120660543442,,,
0,1124,-0.08560202270746231,,,
0,1129,0.007500255014747381,,,
0,1134,-0.03480616584420204,,,
0,1139,-0.015454171225428581,,,
0,1144,-0.08645527064800262,,,
0,1149,0.04485119879245758,,,
0,1154,0.00788943748921156,,,
0,1159,-0.025815539062023163,,,
0,1164,-0.005512887146323919,,,
0,1169,-0.01574939303100109,,,
0,1174,-0.021760346367955208,,,
0,1179,-0.010090013965964317,,,
0,1184,0.007835090160369873,,,
0,1189,0.008078730665147305,,,
0,1194,0.06841383874416351,,,
0,1199,-0.07485279440879822,,,
0,1204,-0.03051898069679737,,,
0,1209,-0.07167285680770874,,,
0,1214,-0.02089301124215126,,,
0,1219,-0.05542086064815521,,,
0,1224,-0.0024719340726733208,,,
0,1229,-0.06760957092046738,,,
0,1234,-0.06513994187116623,,,
0,1239,-0.012973370030522346,,,
0,1244,-0.07596678286790848,,,
0,1249,-0.07335391640663147,,,
0,1254,-0.05240296572446823,,,
0,1259,-0.06345728039741516,,,
0,1264,-0.03723213076591492,,,
0,1269,-0.050020549446344376,,,
0,1274,-0.0655842050909996,,,
0,1279,-0.052524615079164505,,,
0,1284,-0.0760287269949913,,,
0,1289,-0.0734948143362999,,,
0,1294,-0.001895718276500702,,,
0,1299,-0.019883614033460617,,,
0,1304,-0.04990584775805473,,,
0,1309,0.03441853076219559,,,
0,1314,-0.05753043293952942,,,
0,1319,-0.06788451969623566,,,
0,1324,-0.03634314611554146,,,
0,1329,-0.06649383157491684,,,
0,1334,-0.0792180523276329,,,
0,1339,-0.06043887510895729,,,
0,1344,-0.023745667189359665,,,
0,1349,-0.03895936161279678,,,
0,1354,-0.04962892830371857,,,
0,1359,-0.07956629246473312,,,
0,1364,-0.05080968141555786,,,
0,1369,-0.031406961381435394,,,
